caseid,educ,age,religion,region,wealthCat,wealthDec,urban,,,,,,,
219151  2,3,40,Catholic,Copan,Poorer,-67094,0,,,,,,,
219161  1,6,31,Evangelical / Protestant,Copan,Poorer,-63234,0,,,,,,,
219171  2,6,26,Evangelical / Protestant,Copan,Middle,14111,0,,,,,,,
219191  1,6,34,Catholic,Copan,Middle,-25998,0,,,,,,,
219191  4,10,18,No religion,Copan,Middle,-25998,0,,,,,,,
219201  2,5,32,Catholic,Copan,Poorest,-117593,0,,,,,,,
220 21  2,0,43,Catholic,Copan,Poorest,-98435,0,,,,,,,
220 71  6,7,28,Evangelical / Protestant,Copan,Middle,6896,0,,,,,,,
220 91  3,6,15,Evangelical / Protestant,Copan,Middle,9205,0,,,,,,,
220101  1,12,37,Catholic,Copan,Richest,220386,0,,,,,,,
220121  4,6,35,Evangelical / Protestant,Copan,Richer,88034,0,,,,,,,
220121  7,8,29,No religion,Copan,Richer,88034,0,,,,,,,
220141  1,3,42,No religion,Copan,Richer,53314,0,,,,,,,
220151  2,13,25,Evangelical / Protestant,Copan,Richer,70532,0,,,,,,,
220161  4,6,43,Evangelical / Protestant,Copan,Richest,139776,0,,,,,,,
220161  5,12,25,Evangelical / Protestant,Copan,Richest,139776,0,,,,,,,
220161  7,10,22,Evangelical / Protestant,Copan,Richest,139776,0,,,,,,,
220181  2,4,23,Evangelical / Protestant,Copan,Middle,-7853,0,,,,,,,
220191  1,6,35,Catholic,Copan,Middle,45138,0,,,,,,,
221 21  2,1,39,Catholic,Copan,Poorest,-113695,0,,,,,,,
221 31  2,2,32,Catholic,Copan,Poorest,-112883,0,,,,,,,
221 51  2,6,44,Catholic,Copan,Poorest,-97254,0,,,,,,,
221 61  2,0,42,Catholic,Copan,Poorest,-115526,0,,,,,,,
221 61  5,5,22,Catholic,Copan,Poorest,-115526,0,,,,,,,
221 81  3,3,42,Catholic,Copan,Poorer,-90734,0,,,,,,,
221 91  4,4,19,Catholic,Copan,Poorer,-79678,0,,,,,,,
221111  2,2,33,Catholic,Copan,Poorer,-87430,0,,,,,,,
221121  2,0,28,Catholic,Copan,Middle,28775,0,,,,,,,
221141  2,6,23,Catholic,Copan,Poorest,-103326,0,,,,,,,
221151  2,0,26,Evangelical / Protestant,Copan,Poorest,-110416,0,,,,,,,
221171  2,3,26,Catholic,Copan,Poorer,-84952,0,,,,,,,
221191  2,2,30,Catholic,Copan,Poorest,-116825,0,,,,,,,
221201  2,2,47,Evangelical / Protestant,Copan,Poorest,-98098,0,,,,,,,
222 21  2,6,27,Catholic,Copan,Poorest,-112620,0,,,,,,,
222 41  2,0,45,Catholic,Copan,Poorest,-134348,0,,,,,,,
222 61  2,0,30,Catholic,Copan,Poorest,-107693,0,,,,,,,
222 81  2,4,46,Evangelical / Protestant,Copan,Poorest,-100777,0,,,,,,,
222 81 10,6,22,Evangelical / Protestant,Copan,Poorest,-100777,0,,,,,,,
222 91  2,0,33,Catholic,Copan,Poorest,-113140,0,,,,,,,
222111  2,0,39,Catholic,Copan,Poorest,-101847,0,,,,,,,
222131  2,6,22,Evangelical / Protestant,Copan,Poorer,-81347,0,,,,,,,
222141  2,0,45,Catholic,Copan,Poorest,-96730,0,,,,,,,
222151  2,6,20,Evangelical / Protestant,Copan,Poorer,-79680,0,,,,,,,
222171  1,0,47,Catholic,Copan,Poorest,-143673,0,,,,,,,
222181  2,6,39,Evangelical / Protestant,Copan,Poorer,-47185,0,,,,,,,
222201  2,4,44,Catholic,Copan,Poorer,-51996,0,,,,,,,
223 41  1,6,40,Evangelical / Protestant,Copan,Poorer,-40766,0,,,,,,,
223 51  2,0,35,Catholic,Copan,Poorest,-113525,0,,,,,,,
223 71  2,0,17,Catholic,Copan,Poorest,-104560,0,,,,,,,
223101  1,3,33,Catholic,Copan,Poorer,-80155,0,,,,,,,
223121  2,2,30,Catholic,Copan,Poorest,-102324,0,,,,,,,
223131  2,0,38,No religion,Copan,Poorest,-119970,0,,,,,,,
223141  2,2,34,Catholic,Copan,Poorest,-120140,0,,,,,,,
223151  2,3,33,Catholic,Copan,Poorer,-69318,0,,,,,,,
223161  1,3,46,Catholic,Copan,Poorer,-87433,0,,,,,,,
223171  4,6,41,Evangelical / Protestant,Copan,Poorest,-101593,0,,,,,,,
223181  1,8,34,Evangelical / Protestant,Copan,Middle,19637,0,,,,,,,
223191  2,2,47,Evangelical / Protestant,Copan,Poorest,-111539,0,,,,,,,
224 41  2,0,47,Evangelical / Protestant,Copan,Richer,112012,0,,,,,,,
224 41  4,6,29,Evangelical / Protestant,Copan,Richer,112012,0,,,,,,,
224 71  2,0,44,Catholic,Copan,Poorer,-86429,0,,,,,,,
224 81  2,0,38,Catholic,Copan,Poorer,-80086,0,,,,,,,
224 91  2,3,37,Evangelical / Protestant,Copan,Middle,22021,0,,,,,,,
224141  2,1,31,Catholic,Copan,Poorer,-74611,0,,,,,,,
224151  2,0,40,Catholic,Copan,Middle,-7514,0,,,,,,,
224151  5,3,24,Catholic,Copan,Middle,-7514,0,,,,,,,
224171  2,3,35,Catholic,Copan,Poorest,-97554,0,,,,,,,
224181  3,6,29,Catholic,Copan,Poorer,-88496,0,,,,,,,
224181  6,0,43,Catholic,Copan,Poorer,-88496,0,,,,,,,
224191  7,6,17,Evangelical / Protestant,Copan,Poorest,-110736,0,,,,,,,
225 11  2,6,40,Catholic,Copan,Middle,32928,0,,,,,,,
225 51  2,17,44,Catholic,Copan,Richest,175010,0,,,,,,,
225 71  1,9,27,Catholic,Copan,Poorer,-31898,0,,,,,,,
225111  2,7,41,Catholic,Copan,Middle,-20766,0,,,,,,,
225141  1,6,43,Catholic,Copan,Poorer,-55459,0,,,,,,,
225171  2,2,45,Catholic,Copan,Poorer,-74779,0,,,,,,,
225181  2,4,46,Evangelical / Protestant,Copan,Poorer,-62557,0,,,,,,,
225201  2,13,20,Evangelical / Protestant,Copan,Poorer,-52588,0,,,,,,,
226 11 11,9,31,No religion,Copan,Poorer,-91541,0,,,,,,,
226 21  2,6,22,Catholic,Copan,Poorest,-106052,0,,,,,,,
226 31  2,6,41,Evangelical / Protestant,Copan,Poorer,-87620,0,,,,,,,
226 31  5,6,22,Evangelical / Protestant,Copan,Poorer,-87620,0,,,,,,,
226 41  2,6,24,Catholic,Copan,Poorest,-124803,0,,,,,,,
226 51  2,0,30,Evangelical / Protestant,Copan,Poorest,-108483,0,,,,,,,
226 71 10,11,28,Evangelical / Protestant,Copan,Richest,120688,0,,,,,,,
226 91  2,6,16,Evangelical / Protestant,Copan,Poorest,-96904,0,,,,,,,
226111  2,3,40,Evangelical / Protestant,Copan,Poorer,-84341,0,,,,,,,
226131  2,2,38,Evangelical / Protestant,Copan,Middle,-23429,0,,,,,,,
226141  2,6,31,Evangelical / Protestant,Copan,Poorer,-46927,0,,,,,,,
226151  2,3,43,Evangelical / Protestant,Copan,Middle,-6725,0,,,,,,,
226161  2,3,16,Catholic,Copan,Poorer,-35684,0,,,,,,,
226171  2,3,32,Catholic,Copan,Poorer,-82004,0,,,,,,,
226181  2,3,41,Catholic,Copan,Poorer,-33724,0,,,,,,,
226201  2,4,33,Catholic,Copan,Poorer,-50407,0,,,,,,,
227 11  2,3,41,Catholic,Copan,Poorest,-106860,0,,,,,,,
227 31  2,6,19,Catholic,Copan,Poorest,-130671,0,,,,,,,
227 41  2,0,32,Catholic,Copan,Poorest,-105022,0,,,,,,,
227 61  1,3,40,Catholic,Copan,Poorest,-130897,0,,,,,,,
227 71  2,3,19,Catholic,Copan,Poorest,-106289,0,,,,,,,
227 91  2,2,45,Evangelical / Protestant,Copan,Poorest,-93500,0,,,,,,,
227101  2,2,27,Catholic,Copan,Poorest,-97907,0,,,,,,,
227111  2,2,24,Catholic,Copan,Poorest,-105534,0,,,,,,,
227111  8,4,23,Catholic,Copan,Poorest,-105534,0,,,,,,,
227121  2,3,37,Evangelical / Protestant,Copan,Poorer,-79652,0,,,,,,,
227131  2,6,26,Catholic,Copan,Poorest,-134860,0,,,,,,,
227141  2,7,24,Evangelical / Protestant,Copan,Poorest,-108334,0,,,,,,,
227151  2,2,27,Evangelical / Protestant,Copan,Poorest,-109139,0,,,,,,,
227181  1,0,31,Catholic,Copan,Poorest,-133597,0,,,,,,,
227191  2,1,33,Catholic,Copan,Poorer,-83526,0,,,,,,,
227201  2,12,29,Catholic,Copan,Poorer,-47343,0,,,,,,,
228 11  2,6,40,Catholic,Copan,Richer,51708,0,,,,,,,
228 21  4,2,24,Catholic,Copan,Poorer,-86902,0,,,,,,,
228 21  6,3,31,Catholic,Copan,Poorer,-86902,0,,,,,,,
228 31  2,6,34,Catholic,Copan,Poorer,-68856,0,,,,,,,
228 53  1,3,35,Evangelical / Protestant,Copan,Poorest,-123487,0,,,,,,,
228 53  5,5,16,Catholic,Copan,Poorest,-123487,0,,,,,,,
228 71  2,0,37,No religion,Copan,Poorer,-79319,0,,,,,,,
228 91  2,6,37,Catholic,Copan,Middle,37955,0,,,,,,,
228101  2,4,28,Catholic,Copan,Middle,-7790,0,,,,,,,
228131  2,9,31,Catholic,Copan,Poorer,-76120,0,,,,,,,
228141  3,10,28,Catholic,Copan,Poorer,-63031,0,,,,,,,
228151  2,6,31,Catholic,Copan,Richer,71066,0,,,,,,,
228181  2,0,40,Catholic,Copan,Middle,17030,0,,,,,,,
228191  2,6,19,Evangelical / Protestant,Copan,Poorer,-59031,0,,,,,,,
228201  2,2,20,No religion,Copan,Poorer,-82454,0,,,,,,,
229 21  2,0,39,Evangelical / Protestant,Copan,Poorest,-123907,0,,,,,,,
229 21 13,0,35,Evangelical / Protestant,Copan,Poorest,-123907,0,,,,,,,
229 31  2,3,24,Evangelical / Protestant,Copan,Poorest,-126827,0,,,,,,,
229 61  2,4,36,Catholic,Copan,Poorer,-36457,0,,,,,,,
229 81  3,0,30,No religion,Copan,Poorest,-103117,0,,,,,,,
229 91  1,0,42,Evangelical / Protestant,Copan,Poorest,-111691,0,,,,,,,
229101  2,3,28,Catholic,Copan,Poorest,-133338,0,,,,,,,
229111  2,0,34,No religion,Copan,Poorest,-109911,0,,,,,,,
229121  2,0,20,No religion,Copan,Poorest,-120962,0,,,,,,,
229151  2,0,29,No religion,Copan,Poorest,-130721,0,,,,,,,
229161  2,0,20,No religion,Copan,Poorest,-118724,0,,,,,,,
229181  2,1,44,Catholic,Copan,Poorer,-73864,0,,,,,,,
229191  3,5,19,No religion,Copan,Poorer,-87442,0,,,,,,,
229191  4,4,18,Evangelical / Protestant,Copan,Poorer,-87442,0,,,,,,,
230 11  2,3,29,Catholic,Copan,Poorest,-92299,0,,,,,,,
230 51  1,0,32,Catholic,Copan,Poorest,-118963,0,,,,,,,
230 61  1,2,48,Catholic,Copan,Poorest,-124790,0,,,,,,,
230 62  1,0,34,Catholic,Copan,Poorest,-116050,0,,,,,,,
230 71  5,1,16,No religion,Copan,Poorest,-119933,0,,,,,,,
230 81  1,0,35,Catholic,Copan,Poorest,-122312,0,,,,,,,
230101  2,2,23,Evangelical / Protestant,Copan,Poorer,-78642,0,,,,,,,
230111  2,0,29,Catholic,Copan,Poorest,-120032,0,,,,,,,
230121  2,1,25,Catholic,Copan,Poorer,-34406,0,,,,,,,
230161  2,0,38,Catholic,Copan,Poorest,-125834,0,,,,,,,
230171  2,0,39,Catholic,Copan,Poorest,-106040,0,,,,,,,
230181  2,1,22,Catholic,Copan,Poorest,-117939,0,,,,,,,
230181  7,1,38,Catholic,Copan,Poorest,-117939,0,,,,,,,
230191  2,0,33,No religion,Copan,Poorest,-100963,0,,,,,,,
231 11  2,0,49,Catholic,Copan,Poorer,-76911,0,,,,,,,
231 31  2,0,22,Catholic,Copan,Poorest,-95164,0,,,,,,,
231 61  2,9,25,Catholic,Copan,Poorer,-69287,0,,,,,,,
231 71  1,0,36,Catholic,Copan,Poorest,-130156,0,,,,,,,
231 91  2,1,23,Catholic,Copan,Middle,19044,0,,,,,,,
231101  2,0,47,Catholic,Copan,Poorer,-75281,0,,,,,,,
231111  2,1,27,Catholic,Copan,Poorer,-80710,0,,,,,,,
231131  2,0,43,Catholic,Copan,Poorer,-33982,0,,,,,,,
231181  2,6,19,Catholic,Copan,Poorest,-122196,0,,,,,,,
231201  2,14,28,Evangelical / Protestant,Copan,Poorer,-77564,0,,,,,,,
232 21  2,4,45,Catholic,Copan,Poorer,-78363,0,,,,,,,
232 31  2,6,31,Catholic,Copan,Poorest,-121588,0,,,,,,,
232 41  1,0,39,Evangelical / Protestant,Copan,Poorest,-129270,0,,,,,,,
232 61  1,0,32,Evangelical / Protestant,Copan,Poorest,-123246,0,,,,,,,
232 91  2,3,33,Evangelical / Protestant,Copan,Poorest,-111421,0,,,,,,,
232101  5,2,23,Evangelical / Protestant,Copan,Poorest,-112108,0,,,,,,,
232101  6,4,16,Evangelical / Protestant,Copan,Poorest,-112108,0,,,,,,,
232111  2,0,25,Catholic,Copan,Poorest,-124085,0,,,,,,,
232121  2,6,22,Catholic,Copan,Poorest,-130389,0,,,,,,,
232131  2,3,16,Catholic,Copan,Poorest,-129497,0,,,,,,,
232141  7,6,19,Catholic,Copan,Poorest,-121069,0,,,,,,,
232151  2,5,20,Catholic,Copan,Poorest,-119095,0,,,,,,,
232171  2,0,20,Catholic,Copan,Poorest,-122338,0,,,,,,,
232181  1,0,46,Catholic,Copan,Poorest,-133983,0,,,,,,,
232191  2,0,19,No religion,Copan,Poorest,-106349,0,,,,,,,
232201  2,0,48,Catholic,Copan,Poorest,-117288,0,,,,,,,
232201  9,7,21,Catholic,Copan,Poorest,-117288,0,,,,,,,
233 41  1,5,26,Catholic,Copan,Poorer,-82239,0,,,,,,,
233 61  2,4,43,Evangelical / Protestant,Copan,Poorest,-111189,0,,,,,,,
233 72  2,3,22,Evangelical / Protestant,Copan,Poorest,-123388,0,,,,,,,
233 81  2,6,33,Evangelical / Protestant,Copan,Poorer,-87243,0,,,,,,,
233 91  2,13,24,Catholic,Copan,Poorer,-32468,0,,,,,,,
233101  1,6,48,Catholic,Copan,Poorest,-138176,0,,,,,,,
233111  1,6,38,Evangelical / Protestant,Copan,Poorer,-55406,0,,,,,,,
233111  5,11,21,No religion,Copan,Poorer,-55406,0,,,,,,,
233121  2,0,33,Catholic,Copan,Poorest,-121148,0,,,,,,,
233151  2,15,19,Catholic,Copan,Poorer,-78305,0,,,,,,,
233171  2,3,36,No religion,Copan,Middle,11524,0,,,,,,,
233191  2,6,30,Evangelical / Protestant,Copan,Poorer,-69912,0,,,,,,,
233201  1,9,33,Evangelical / Protestant,Copan,Poorer,-72308,0,,,,,,,
234 21  4,7,35,Evangelical / Protestant,Cortes,Richest,209518,1,,,,,,,
234 81  2,12,40,Evangelical / Protestant,Cortes,Richest,190620,1,,,,,,,
234201  2,12,32,Catholic,Cortes,Richest,208895,1,,,,,,,
235 31  1,9,31,Evangelical / Protestant,Cortes,Richest,157380,1,,,,, ,,
235 41  2,6,34,Evangelical / Protestant,Cortes,Richer,64551,1,,,,,,,
235101  2,12,24,Evangelical / Protestant,Cortes,Richer,100582,1,,,,,,,
235111  1,6,44,Catholic,Cortes,Richer,55642,1,,,,,,,
235131  2,12,32,Evangelical / Protestant,Cortes,Richer,53485,1,,,,,,,
235141  1,5,35,Evangelical / Protestant,Cortes,Middle,46571,1,,,,,,,
235171  7,7,25,Evangelical / Protestant,Cortes,Richest,122071,1,,,,,,,
235201  2,12,37,Evangelical / Protestant,Cortes,Richest,155190,1,,,,,,,
236 11  2,6,27,Evangelical / Protestant,Cortes,Richer,70832,1,,,,,,,
236 31  2,10,18,Evangelical / Protestant,Cortes,Richer,65072,1,,,,,,,
236 51  1,10,42,Evangelical / Protestant,Cortes,Middle,28234,1,,,,,,,
236 61  3,10,24,Evangelical / Protestant,Cortes,Richer,72368,1,,,,,,,
236 81  2,9,40,No religion,Cortes,Richer,92263,1,,,,,,,
236 81  6,9,37,Evangelical / Protestant,Cortes,Richer,92263,1,,,,,,,
236101  1,6,34,Catholic,Cortes,Middle,43139,1,,,,,,,
236121  1,6,46,Catholic,Cortes,Richer,97176,1,,,,,,,
236131  2,12,28,Catholic,Cortes,Richest,159998,1,,,,,,,
236161  2,6,42,Catholic,Cortes,Richer,89858,1,,,,,,,
236181  2,3,34,Evangelical / Protestant,Cortes,Richer,115352,1,,,,,,,
236191  1,13,26,No religion,Cortes,Richest,124044,1,,,,,,,
236191  2,4,28,Evangelical / Protestant,Cortes,Richest,124044,1,,,,,,,
236201  1,9,29,No religion,Cortes,Richer,74945,1,,,,,,,
236201  3,13,33,Evangelical / Protestant,Cortes,Richer,74945,1,,,,,,,
237 11  2,11,39,Catholic,Cortes,Richest,155041,1,,,,,,,
237 21  1,10,47,Catholic,Cortes,Richer,104955,1,,,,,,,
237 31  2,9,22,Evangelical / Protestant,Cortes,Richest,117612,1,,,,,,,
237 41  2,12,29,No religion,Cortes,Richest,160703,1,,,,,,,
237101  2,13,25,Evangelical / Protestant,Cortes,Richer,107824,1,,,,,,,
237111  2,13,38,Evangelical / Protestant,Cortes,Richest,142401,1,,,,,,,
237131  4,12,30,Evangelical / Protestant,Cortes,Richest,151741,1,,,,,,,
237162  2,12,32,Evangelical / Protestant,Cortes,Richest,157453,1,,,,,,,
237201  2,10,28,Evangelical / Protestant,Cortes,Richest,145685,1,,,,,,,
238 61  4,6,34,Evangelical / Protestant,Cortes,Richest,192037,1,,,,,,,
238141  3,6,40,Evangelical / Protestant,Cortes,Richest,234226,1,,,,,,,
240 12  2,11,19,Evangelical / Protestant,Cortes,Middle,12957,1,,,,,,,
240 21  2,6,48,Evangelical / Protestant,Cortes,Richer,103992,1,,,,,,,
240 21  3,6,44,Catholic,Cortes,Richer,103992,1,,,,,,,
240 31  2,9,32,No religion,Cortes,Richer,115223,1,,,,,,,
240 41  1,6,23,Evangelical / Protestant,Cortes,Middle,15263,1,,,,,,,
240 41  5,6,29,Catholic,Cortes,Middle,15263,1,,,,,,,
240101  1,11,44,Catholic,Cortes,Richest,191524,1,,,,,,,
241 11  2,12,34,Evangelical / Protestant,Cortes,Richest,161051,1,,,,,,,
241 21  2,2,27,Catholic,Cortes,Richest,126460,1,,,,,,,
241 31  2,9,27,Catholic,Cortes,Richest,166093,1,,,,,,,
241 41  2,6,44,Catholic,Cortes,Richest,198271,1,,,,,,,
241 82  1,12,24,Evangelical / Protestant,Cortes,Richest,177976,1,,,,,,,
241 83  2,12,28,Evangelical / Protestant,Cortes,Richer,100990,1,,,,,,,
241 91  2,12,34,Catholic,Cortes,Richest,184693,1,,,,,,,
241121  3,12,45,Catholic,Cortes,Richer,105427,1,,,,,,,
241181  1,12,48,Catholic,Cortes,Richest,128407,1,,,,,,,
241191  1,9,38,Evangelical / Protestant,Cortes,Richer,99971,1,,,,,,,
241201  2,12,40,No religion,Cortes,Richest,178603,1,,,,,,,
242 11  2,12,22,Evangelical / Protestant,Cortes,Richest,154773,1,,,,,,,
242 31  3,12,31,Catholic,Cortes,Richer,94325,1,,,,,,,
242 51  1,3,35,Catholic,Cortes,Richest,133111,1,,,,,,,
242 51  4,6,33,Catholic,Cortes,Richest,133111,1,,,,,,,
242 81  2,3,21,Evangelical / Protestant,Cortes,Richer,117106,1,,,,,,,
242112  2,12,31,No religion,Cortes,Richer,96361,1,,,,,,,
242131  2,10,44,Catholic,Cortes,Richest,122264,1,,,,,,,
242162  2,9,38,Catholic,Cortes,Richer,81997,1,,,,,,,
242171  2,6,48,Catholic,Cortes,Richest,131496,1,,,,,,,
242181  1,9,22,Evangelical / Protestant,Cortes,Richest,119078,1,,,,,,,
242181  4,4,20,Evangelical / Protestant,Cortes,Richest,119078,1,,,,,,,
242191  4,7,34,Evangelical / Protestant,Cortes,Richer,89454,1,,,,,,,
242201  2,6,30,Evangelical / Protestant,Cortes,Richest,141048,1,,,,,,,
243 51  1,12,49,Catholic,Cortes,Richest,139961,1,,,,,,,
243 91  3,13,22,Evangelical / Protestant,Cortes,Richest,206318,1,,,,,,,
243101  2,16,45,Evangelical / Protestant,Cortes,Richest,205912,1,,,,,,,
243111  4,12,35,Catholic,Cortes,Richest,190639,1,,,,,,,
243141  2,7,43,Evangelical / Protestant,Cortes,Richest,163795,1,,,,,,,
243141  3,11,22,Evangelical / Protestant,Cortes,Richest,163795,1,,,,,,,
243161  6,4,29,Catholic,Cortes,Richest,200512,1,,,,,,,
243171  5,16,48,Other,Cortes,Richest,195946,1,,,,,,,
243191  2,17,42,Catholic,Cortes,Richest,193864,1,,,,,,,
244 11  2,12,34,Catholic,Cortes,Richer,101274,1,,,,,,,
244 71  1,1,42,Evangelical / Protestant,Cortes,Middle,45250,1,,,,,,,
244 91  1,3,43,Catholic,Cortes,Richer,69879,1,,,,,,,
244101  6,9,18,No religion,Cortes,Middle,18654,1,,,,,,,
244111  1,4,41,Evangelical / Protestant,Cortes,Richest,127967,1,,,,,,,
244111  5,11,19,Evangelical / Protestant,Cortes,Richest,127967,1,,,,,,,
244121  2,1,47,No religion,Cortes,Middle,40698,1,,,,,,,
244121  8,12,23,Evangelical / Protestant,Cortes,Middle,40698,1,,,,,,,
244121  9,6,21,Evangelical / Protestant,Cortes,Middle,40698,1,,,,,,,
244151  3,12,28,Catholic,Cortes,Richest,158724,1,,,,,,,
244161  2,13,39,Evangelical / Protestant,Cortes,Middle,29743,1,,,,,,,
244171  2,6,23,Other,Cortes,Richer,90850,1,,,,,,,
244181  1,6,34,Evangelical / Protestant,Cortes,Richer,113614,1,,,,,,,
244181  6,6,27,No religion,Cortes,Richer,113614,1,,,,,,,
244191  2,6,47,Evangelical / Protestant,Cortes,Middle,42282,1,,,,,,,
244201  2,8,35,Catholic,Cortes,Richer,115053,1,,,,,,,
245 11  2,4,43,Catholic,Cortes,Middle,22967,1,,,,,,,
245 11  3,6,24,Catholic,Cortes,Middle,22967,1,,,,,,,
245 21  1,2,48,Evangelical / Protestant,Cortes,Middle,14186,1,,,,,,,
245 21  2,6,28,Catholic,Cortes,Middle,14186,1,,,,,,,
245 31  2,11,21,Catholic,Cortes,Middle,15442,1,,,,,,,
245 41  1,0,26,Evangelical / Protestant,Cortes,Richer,56385,1,,,,,,,
245 51  2,6,20,Catholic,Cortes,Middle,33947,1,,,,,,,
245 61  2,5,46,Evangelical / Protestant,Cortes,Middle,-27451,1,,,,,,,
245 71  2,0,34,Evangelical / Protestant,Cortes,Middle,21362,1,,,,,,,
245 81  1,4,23,Evangelical / Protestant,Cortes,Poorer,-34670,1,,,,,,,
245 91  2,7,24,Catholic,Cortes,Middle,44242,1,,,,,,,
245101  2,7,18,No religion,Cortes,Poorer,-48469,1,,,,,,,
245101  4,3,27,Evangelical / Protestant,Cortes,Poorer,-48469,1,,,,,,,
245111  2,0,48,Catholic,Cortes,Poorest,-100259,1,,,,,,,
245121  2,0,32,Evangelical / Protestant,Cortes,Middle,-61,1,,,,,,,
245131  2,0,35,Evangelical / Protestant,Cortes,Middle,9646,1,,,,,,,
245141  2,0,27,Evangelical / Protestant,Cortes,Poorer,-34572,1,,,,,,,
245151  2,4,19,No religion,Cortes,Poorer,-32293,1,,,,,,,
245161  2,7,37,No religion,Cortes,Richer,63197,1,,,,,,,
245161  6,8,19,Evangelical / Protestant,Cortes,Richer,63197,1,,,,,,,
245171  2,6,39,Evangelical / Protestant,Cortes,Middle,44631,1,,,,,,,
245181  1,12,25,Evangelical / Protestant,Cortes,Richer,115594,1,,,,,,,
245191  3,3,23,No religion,Cortes,Poorest,-159119,1,,,,,,,
245201  2,3,35,Catholic,Cortes,Richer,61950,1,,,,,,,
246 11  2,12,36,Evangelical / Protestant,Cortes,Richest,156290,1,,,,,,,
246 21  2,9,38,Evangelical / Protestant,Cortes,Richer,72584,1,,,,,,,
246 31  2,10,32,Evangelical / Protestant,Cortes,Richer,113458,1,,,,,,,
246 41  2,12,35,Evangelical / Protestant,Cortes,Richest,155150,1,,,,,,,
246 71  1,8,22,Catholic,Cortes,Richest,122760,1,,,,,,,
246 81  4,11,26,Catholic,Cortes,Richest,158098,1,,,,,,,
246 91  1,12,43,Evangelical / Protestant,Cortes,Richest,167194,1,,,,,,,
246101  6,12,31,Catholic,Cortes,Richer,97344,1,,,,,,,
246111  2,6,36,Evangelical / Protestant,Cortes,Richer,111424,1,,,,,,,
246121  2,11,47,Evangelical / Protestant,Cortes,Richest,176147,1,,,,,,,
246131  2,12,29,Evangelical / Protestant,Cortes,Richest,177531,1,,,,,,,
246171  5,12,26,Evangelical / Protestant,Cortes,Richest,129682,1,,,,,,,
246181  1,9,34,Evangelical / Protestant,Cortes,Richest,148335,1,,,,,,,
246191  1,12,36,Evangelical / Protestant,Cortes,Richest,164707,1,,,,,,,
246201  1,11,42,Catholic,Cortes,Richest,149723,1,,,,,,,
248 21  2,17,36,Evangelical / Protestant,Cortes,Richest,197059,1,,,,,,,
248 31  2,12,47,Catholic,Cortes,Richest,185899,1,,,,,,,
248101  2,17,33,Catholic,Cortes,Richest,219208,1,,,,,,,
248121  2,16,33,Evangelical / Protestant,Cortes,Richest,200041,1,,,,,,,
248141  4,12,30,Catholic,Cortes,Richest,215913,1,,,,,,,
248171  2,17,44,Catholic,Cortes,Richest,139319,1,,,,,,,
249 11  3,8,33,Catholic,Cortes,Richer,96870,1,,,,,,,
249 21  2,12,46,Other,Cortes,Richer,104842,1,,,,,,,
249 51  1,6,33,Evangelical / Protestant,Cortes,Middle,-20479,1,,,,,,,
249 71  1,3,36,Catholic,Cortes,Middle,15523,1,,,,,,,
249 81  1,6,36,Evangelical / Protestant,Cortes,Richest,123904,1,,,,,,,
249111  1,9,20,Catholic,Cortes,Middle,40706,1,,,,,,,
249131  1,12,44,Catholic,Cortes,Richer,116568,1,,,,,,,
249131  3,11,20,Catholic,Cortes,Richer,116568,1,,,,,,,
249141  2,6,42,Catholic,Cortes,Richer,107106,1,,,,,,,
249151  2,6,29,Evangelical / Protestant,Cortes,Richer,103963,1,,,,,,,
249161  2,7,22,Evangelical / Protestant,Cortes,Middle,26707,1,,,,,,,
249171  2,8,37,Catholic,Cortes,Richer,81928,1,,,,,,,
249181  3,11,34,No religion,Cortes,Richer,87478,1,,,,,,,
249191  2,9,31,Evangelical / Protestant,Cortes,Middle,32929,1,,,,,,,
249201  2,9,25,No religion,Cortes,Richest,129671,1,,,,,,,
250 31  2,7,24,Evangelical / Protestant,Cortes,Middle,275,1,,,,,,,
250 41  2,6,42,Catholic,Cortes,Richer,101804,1,,,,,,,
250 71  2,10,27,Evangelical / Protestant,Cortes,Richer,64237,1,,,,,,,
250 81  2,6,32,No religion,Cortes,Richer,55963,1,,,,,,,
250 91  2,4,32,Evangelical / Protestant,Cortes,Richer,79296,1,,,,,,,
250121  2,6,43,Catholic,Cortes,Richer,83632,1,,,,,,,
250121  6,9,25,Catholic,Cortes,Richer,83632,1,,,,,,,
250131  2,2,28,Evangelical / Protestant,Cortes,Middle,33523,1,,,,,,,
250141  2,8,20,Evangelical / Protestant,Cortes,Middle,-23320,1,,,,,,,
250161  2,1,32,Evangelical / Protestant,Cortes,Richer,64533,1,,,,,,,
250171  2,5,43,Evangelical / Protestant,Cortes,Richer,65282,1,,,,,,,
250191  2,12,34,Catholic,Cortes,Richest,167193,1,,,,,,,
250201  1,13,19,Evangelical / Protestant,Cortes,Middle,16844,1,,,,,,,
251 11  2,4,41,Evangelical / Protestant,Cortes,Richer,71187,1,,,,,,,
251 21  1,6,44,Evangelical / Protestant,Cortes,Richer,89813,1,,,,,,,
251 31  1,6,39,Evangelical / Protestant,Cortes,Richer,82001,1,,,,,,,
251 41  2,6,23,No religion,Cortes,Richer,50541,1,,,,,,,
251 61  1,6,34,Evangelical / Protestant,Cortes,Richer,86403,1,,,,,,,
251 81  2,0,47,Catholic,Cortes,Richest,142588,1,,,,,,,
